track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,1,100,pedestrian/bicycle,1034.445,1025.486,-4.852,1.222
P1,2,200,pedestrian/bicycle,1033.96,1025.608,-4.845,1.221
P1,3,300,pedestrian/bicycle,1033.476,1025.73,-4.834,1.221
P1,4,400,pedestrian/bicycle,1032.994,1025.852,-4.817,1.222
P1,5,500,pedestrian/bicycle,1032.514,1025.974,-4.79,1.22
P1,6,600,pedestrian/bicycle,1032.036,1026.096,-4.752,1.218
P1,7,700,pedestrian/bicycle,1031.563,1026.218,-4.708,1.22
P1,8,800,pedestrian/bicycle,1031.095,1026.341,-4.669,1.231
P1,9,900,pedestrian/bicycle,1030.629,1026.465,-4.647,1.25
P1,10,1000,pedestrian/bicycle,1030.164,1026.591,-4.658,1.276
P1,11,1100,pedestrian/bicycle,1029.696,1026.72,-4.701,1.306
P1,12,1200,pedestrian/bicycle,1029.222,1026.852,-4.764,1.334
P1,13,1300,pedestrian/bicycle,1028.742,1026.987,-4.835,1.357
P1,14,1400,pedestrian/bicycle,1028.255,1027.124,-4.905,1.376
P1,15,1500,pedestrian/bicycle,1027.762,1027.262,-4.969,1.391
P1,16,1600,pedestrian/bicycle,1027.262,1027.402,-5.026,1.403
P1,17,1700,pedestrian/bicycle,1026.757,1027.542,-5.073,1.412
P1,18,1800,pedestrian/bicycle,1026.248,1027.684,-5.106,1.422
P1,19,1900,pedestrian/bicycle,1025.736,1027.827,-5.124,1.434
P1,20,2000,pedestrian/bicycle,1025.224,1027.971,-5.131,1.448
P1,21,2100,pedestrian/bicycle,1024.711,1028.117,-5.132,1.466
P1,22,2200,pedestrian/bicycle,1024.197,1028.265,-5.132,1.493
P1,23,2300,pedestrian/bicycle,1023.684,1028.416,-5.132,1.53
P1,24,2400,pedestrian/bicycle,1023.171,1028.571,-5.127,1.581
P1,25,2500,pedestrian/bicycle,1022.659,1028.733,-5.112,1.643
P1,26,2600,pedestrian/bicycle,1022.15,1028.9,-5.084,1.708
P1,27,2700,pedestrian/bicycle,1021.643,1029.074,-5.05,1.774
P1,28,2800,pedestrian/bicycle,1021.14,1029.255,-5.013,1.84
P1,29,2900,pedestrian/bicycle,1020.64,1029.442,-4.978,1.904
P1,30,3000,pedestrian/bicycle,1020.144,1029.635,-4.943,1.958
P1,31,3100,pedestrian/bicycle,1019.652,1029.833,-4.906,2
P1,32,3200,pedestrian/bicycle,1019.163,1030.035,-4.867,2.033
P1,33,3300,pedestrian/bicycle,1018.679,1030.239,-4.825,2.057
P1,34,3400,pedestrian/bicycle,1018.198,1030.446,-4.78,2.073
P1,35,3500,pedestrian/bicycle,1017.723,1030.654,-4.733,2.082
P1,36,3600,pedestrian/bicycle,1017.252,1030.862,-4.689,2.084
P1,37,3700,pedestrian/bicycle,1016.784,1031.07,-4.656,2.081
P1,38,3800,pedestrian/bicycle,1016.32,1031.278,-4.634,2.079
P1,39,3900,pedestrian/bicycle,1015.857,1031.486,-4.622,2.081
P1,40,4000,pedestrian/bicycle,1015.395,1031.694,-4.622,2.084
P1,41,4100,pedestrian/bicycle,1014.932,1031.903,-4.632,2.083
P1,42,4200,pedestrian/bicycle,1014.468,1032.111,-4.646,2.074
P1,43,4300,pedestrian/bicycle,1014.003,1032.317,-4.653,2.056
P1,44,4400,pedestrian/bicycle,1013.538,1032.521,-4.652,2.029
P1,45,4500,pedestrian/bicycle,1013.073,1032.723,-4.643,1.998
P1,46,4600,pedestrian/bicycle,1012.61,1032.921,-4.632,1.967
P1,47,4700,pedestrian/bicycle,1012.147,1033.116,-4.623,1.936
P1,48,4800,pedestrian/bicycle,1011.685,1033.308,-4.62,1.907
P1,49,4900,pedestrian/bicycle,1011.222,1033.498,-4.623,1.882
P1,50,5000,pedestrian/bicycle,1010.76,1033.685,-4.628,1.864
P1,51,5100,pedestrian/bicycle,1010.297,1033.871,-4.636,1.852
P1,52,5200,pedestrian/bicycle,1009.833,1034.056,-4.645,1.844
P1,53,5300,pedestrian/bicycle,1009.368,1034.239,-4.651,1.831
P1,54,5400,pedestrian/bicycle,1008.903,1034.421,-4.653,1.804
P1,55,5500,pedestrian/bicycle,1008.437,1034.599,-4.655,1.76
P1,56,5600,pedestrian/bicycle,1007.972,1034.773,-4.662,1.702
P1,57,5700,pedestrian/bicycle,1007.505,1034.939,-4.678,1.633
