track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,225,22500,pedestrian/bicycle,1061.055,1019.841,-7.871,1.087
P1,226,22600,pedestrian/bicycle,1060.269,1019.958,-7.846,1.252
P1,227,22700,pedestrian/bicycle,1059.484,1020.091,-7.857,1.42
P1,228,22800,pedestrian/bicycle,1058.698,1020.241,-7.862,1.581
P1,229,22900,pedestrian/bicycle,1057.912,1020.407,-7.852,1.727
P1,230,23000,pedestrian/bicycle,1057.127,1020.585,-7.848,1.844
P1,231,23100,pedestrian/bicycle,1056.344,1020.773,-7.81,1.905
P1,232,23200,pedestrian/bicycle,1055.567,1020.964,-7.743,1.915
P1,233,23300,pedestrian/bicycle,1054.795,1021.155,-7.692,1.904
P1,234,23400,pedestrian/bicycle,1054.028,1021.344,-7.645,1.892
P1,235,23500,pedestrian/bicycle,1053.266,1021.533,-7.603,1.885
P1,236,23600,pedestrian/bicycle,1052.506,1021.722,-7.59,1.884
P1,237,23700,pedestrian/bicycle,1051.748,1021.909,-7.568,1.872
P1,238,23800,pedestrian/bicycle,1050.993,1022.095,-7.538,1.848
P1,239,23900,pedestrian/bicycle,1050.239,1022.279,-7.542,1.824
P1,240,24000,pedestrian/bicycle,1049.484,1022.46,-7.562,1.797
P1,241,24100,pedestrian/bicycle,1048.726,1022.638,-7.595,1.77
P1,242,24200,pedestrian/bicycle,1047.964,1022.815,-7.655,1.756
P1,243,24300,pedestrian/bicycle,1047.196,1022.99,-7.694,1.751
P1,244,24400,pedestrian/bicycle,1046.426,1023.165,-7.702,1.752
P1,245,24500,pedestrian/bicycle,1045.656,1023.341,-7.704,1.753
P1,246,24600,pedestrian/bicycle,1044.887,1023.515,-7.667,1.738
P1,247,24700,pedestrian/bicycle,1044.124,1023.687,-7.6,1.707
P1,248,24800,pedestrian/bicycle,1043.366,1023.857,-7.557,1.685
P1,249,24900,pedestrian/bicycle,1042.612,1024.025,-7.534,1.683
P1,250,25000,pedestrian/bicycle,1041.858,1024.195,-7.538,1.702
P1,251,25100,pedestrian/bicycle,1041.102,1024.367,-7.591,1.739
P1,252,25200,pedestrian/bicycle,1040.339,1024.542,-7.652,1.775
P1,253,25300,pedestrian/bicycle,1039.571,1024.721,-7.712,1.803
P1,254,25400,pedestrian/bicycle,1038.796,1024.903,-7.785,1.827
P1,255,25500,pedestrian/bicycle,1038.016,1025.086,-7.827,1.836
P1,256,25600,pedestrian/bicycle,1037.233,1025.269,-7.836,1.832
P1,257,25700,pedestrian/bicycle,1036.448,1025.452,-7.855,1.825
P1,258,25800,pedestrian/bicycle,1035.662,1025.634,-7.866,1.814
P1,259,25900,pedestrian/bicycle,1034.875,1025.815,-7.873,1.804
P1,260,26000,pedestrian/bicycle,1034.086,1025.996,-7.9,1.807
P1,261,26100,pedestrian/bicycle,1033.296,1026.177,-7.912,1.82
P1,262,26200,pedestrian/bicycle,1032.505,1026.36,-7.906,1.846
P1,263,26300,pedestrian/bicycle,1031.714,1026.547,-7.915,1.893
P1,264,26400,pedestrian/bicycle,1030.923,1026.74,-7.909,1.953
P1,265,26500,pedestrian/bicycle,1030.132,1026.939,-7.895,2.024
P1,266,26600,pedestrian/bicycle,1029.342,1027.145,-7.919,2.106
P1,267,26700,pedestrian/bicycle,1028.548,1027.36,-7.961,2.184
P1,268,26800,pedestrian/bicycle,1027.749,1027.582,-8.017,2.257
P1,269,26900,pedestrian/bicycle,1026.943,1027.811,-8.094,2.336
P1,270,27000,pedestrian/bicycle,1026.132,1028.049,-8.133,2.416
P1,271,27100,pedestrian/bicycle,1025.32,1028.294,-8.115,2.494
P1,272,27200,pedestrian/bicycle,1024.511,1028.548,-8.053,2.572
P1,273,27300,pedestrian/bicycle,1023.711,1028.809,-7.958,2.651
P1,274,27400,pedestrian/bicycle,1022.92,1029.079,-7.864,2.742
P1,275,27500,pedestrian/bicycle,1022.137,1029.358,-7.795,2.85
P1,276,27600,pedestrian/bicycle,1021.359,1029.649,-7.748,2.971
P1,277,27700,pedestrian/bicycle,1020.586,1029.953,-7.717,3.097
P1,278,27800,pedestrian/bicycle,1019.816,1030.268,-7.688,3.219
P1,279,27900,pedestrian/bicycle,1019.049,1030.596,-7.652,3.325
P1,280,28000,pedestrian/bicycle,1018.286,1030.932,-7.601,3.403
P1,281,28100,pedestrian/bicycle,1017.53,1031.274,-7.525,3.445
P1,282,28200,pedestrian/bicycle,1016.782,1031.62,-7.432,3.459
P1,283,28300,pedestrian/bicycle,1016.044,1031.965,-7.327,3.451
P1,284,28400,pedestrian/bicycle,1015.317,1032.309,-7.212,3.429
P1,285,28500,pedestrian/bicycle,1014.602,1032.65,-7.089,3.397
P1,286,28600,pedestrian/bicycle,1013.9,1032.988,-6.963,3.361
P1,287,28700,pedestrian/bicycle,1013.209,1033.323,-6.85,3.328
P1,288,28800,pedestrian/bicycle,1012.528,1033.654,-6.768,3.304
P1,289,28900,pedestrian/bicycle,1011.853,1033.984,-6.73,3.29
P1,290,29000,pedestrian/bicycle,1011.18,1034.313,-6.743,3.291
P1,291,29100,pedestrian/bicycle,1010.502,1034.643,-6.818,3.311
P1,292,29200,pedestrian/bicycle,1009.812,1034.976,-6.963,3.35
P1,293,29300,pedestrian/bicycle,1009.107,1035.314,-7.154,3.396
P1,294,29400,pedestrian/bicycle,1008.383,1035.654,-7.313,3.411
P1,295,29500,pedestrian/bicycle,1007.648,1035.993,-7.399,3.372
P1,296,29600,pedestrian/bicycle,1006.906,1036.326,-7.434,3.288
P1,297,29700,pedestrian/bicycle,1006.163,1036.649,-7.436,3.167
P1,298,29800,pedestrian/bicycle,1005.42,1036.958,-7.423,3.018
