track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P17,1022,102200,pedestrian/bicycle,923.1,1012.616,9.009,0.039
P17,1023,102300,pedestrian/bicycle,923.999,1012.622,8.959,0.068
P17,1024,102400,pedestrian/bicycle,924.892,1012.63,8.911,0.097
P17,1025,102500,pedestrian/bicycle,925.781,1012.641,8.865,0.127
P17,1026,102600,pedestrian/bicycle,926.666,1012.655,8.823,0.155
P17,1027,102700,pedestrian/bicycle,927.546,1012.672,8.784,0.18
P17,1028,102800,pedestrian/bicycle,928.423,1012.691,8.748,0.202
P17,1029,102900,pedestrian/bicycle,929.296,1012.712,8.717,0.224
P17,1030,103000,pedestrian/bicycle,930.166,1012.736,8.692,0.253
P17,1031,103100,pedestrian/bicycle,931.035,1012.763,8.68,0.287
P17,1032,103200,pedestrian/bicycle,931.902,1012.793,8.661,0.32
P17,1033,103300,pedestrian/bicycle,932.766,1012.826,8.612,0.34
P17,1034,103400,pedestrian/bicycle,933.624,1012.861,8.545,0.349
P17,1035,103500,pedestrian/bicycle,934.474,1012.896,8.466,0.348
P17,1036,103600,pedestrian/bicycle,935.316,1012.93,8.374,0.338
P17,1037,103700,pedestrian/bicycle,936.149,1012.963,8.274,0.321
P17,1038,103800,pedestrian/bicycle,936.971,1012.994,8.171,0.295
P17,1039,103900,pedestrian/bicycle,937.783,1013.021,8.066,0.262
P17,1040,104000,pedestrian/bicycle,938.584,1013.045,7.957,0.221
P17,1041,104100,pedestrian/bicycle,939.374,1013.065,7.847,0.175
P17,1042,104200,pedestrian/bicycle,940.153,1013.08,7.74,0.128
P17,1043,104300,pedestrian/bicycle,940.922,1013.091,7.632,0.084
P17,1044,104400,pedestrian/bicycle,941.68,1013.097,7.52,0.041
P17,1045,104500,pedestrian/bicycle,942.426,1013.099,7.407,-0
P17,1046,104600,pedestrian/bicycle,943.161,1013.097,7.293,-0.04
P17,1047,104700,pedestrian/bicycle,943.885,1013.091,7.183,-0.077
P17,1048,104800,pedestrian/bicycle,944.598,1013.082,7.075,-0.113
P17,1049,104900,pedestrian/bicycle,945.3,1013.069,6.968,-0.148
P17,1050,105000,pedestrian/bicycle,945.991,1013.052,6.858,-0.18
P17,1051,105100,pedestrian/bicycle,946.671,1013.033,6.746,-0.21
P17,1052,105200,pedestrian/bicycle,947.34,1013.01,6.631,-0.241
P17,1053,105300,pedestrian/bicycle,947.997,1012.985,6.511,-0.276
P17,1054,105400,pedestrian/bicycle,948.642,1012.955,6.39,-0.312
P17,1055,105500,pedestrian/bicycle,949.275,1012.922,6.267,-0.35
P17,1056,105600,pedestrian/bicycle,949.895,1012.885,6.138,-0.391
P17,1057,105700,pedestrian/bicycle,950.503,1012.844,6.006,-0.435
P17,1058,105800,pedestrian/bicycle,951.097,1012.798,5.878,-0.484
P17,1059,105900,pedestrian/bicycle,951.679,1012.747,5.758,-0.535
P17,1060,106000,pedestrian/bicycle,952.249,1012.691,5.65,-0.584
P17,1061,106100,pedestrian/bicycle,952.809,1012.63,5.549,-0.631
P17,1062,106200,pedestrian/bicycle,953.359,1012.565,5.454,-0.675
P17,1063,106300,pedestrian/bicycle,953.9,1012.496,5.364,-0.711
P17,1064,106400,pedestrian/bicycle,954.432,1012.423,5.277,-0.74
P17,1065,106500,pedestrian/bicycle,954.955,1012.348,5.187,-0.764
