track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,1,100,pedestrian/bicycle,1006.456,995.957,0.766,1.243
P1,2,200,pedestrian/bicycle,1006.532,996.079,0.758,1.2
P1,3,300,pedestrian/bicycle,1006.608,996.197,0.753,1.157
P1,4,400,pedestrian/bicycle,1006.683,996.31,0.75,1.112
P1,5,500,pedestrian/bicycle,1006.758,996.42,0.75,1.072
P1,6,600,pedestrian/bicycle,1006.833,996.525,0.758,1.044
P1,7,700,pedestrian/bicycle,1006.91,996.629,0.777,1.037
P1,8,800,pedestrian/bicycle,1006.989,996.734,0.804,1.047
P1,9,900,pedestrian/bicycle,1007.071,996.839,0.828,1.064
P1,10,1000,pedestrian/bicycle,1007.154,996.947,0.845,1.084
P1,11,1100,pedestrian/bicycle,1007.239,997.056,0.857,1.107
P1,12,1200,pedestrian/bicycle,1007.325,997.168,0.86,1.133
P1,13,1300,pedestrian/bicycle,1007.411,997.283,0.849,1.161
P1,14,1400,pedestrian/bicycle,1007.494,997.401,0.823,1.194
P1,15,1500,pedestrian/bicycle,1007.575,997.522,0.785,1.236
P1,16,1600,pedestrian/bicycle,1007.651,997.648,0.739,1.287
P1,17,1700,pedestrian/bicycle,1007.722,997.78,0.687,1.343
P1,18,1800,pedestrian/bicycle,1007.788,997.917,0.633,1.397
P1,19,1900,pedestrian/bicycle,1007.849,998.059,0.575,1.443
P1,20,2000,pedestrian/bicycle,1007.903,998.205,0.517,1.484
P1,21,2100,pedestrian/bicycle,1007.952,998.355,0.462,1.522
P1,22,2200,pedestrian/bicycle,1007.996,998.509,0.409,1.558
P1,23,2300,pedestrian/bicycle,1008.034,998.667,0.357,1.588
P1,24,2400,pedestrian/bicycle,1008.067,998.826,0.307,1.606
P1,25,2500,pedestrian/bicycle,1008.096,998.988,0.265,1.617
P1,26,2600,pedestrian/bicycle,1008.121,999.15,0.235,1.624
P1,27,2700,pedestrian/bicycle,1008.144,999.312,0.221,1.63
