track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy
P1,1,100,pedestrian/bicycle,959.854,1013.246,5.453,-0.856
P1,2,200,pedestrian/bicycle,960.397,1013.157,5.41,-0.924
P1,3,300,pedestrian/bicycle,960.936,1013.061,5.357,-0.995
P1,4,400,pedestrian/bicycle,961.468,1012.958,5.291,-1.068
P1,5,500,pedestrian/bicycle,961.993,1012.848,5.209,-1.14
P1,6,600,pedestrian/bicycle,962.509,1012.73,5.115,-1.211
P1,7,700,pedestrian/bicycle,963.016,1012.605,5.017,-1.283
P1,8,800,pedestrian/bicycle,963.513,1012.473,4.923,-1.36
P1,9,900,pedestrian/bicycle,964.001,1012.333,4.845,-1.445
P1,10,1000,pedestrian/bicycle,964.484,1012.184,4.802,-1.54
P1,11,1100,pedestrian/bicycle,964.964,1012.025,4.8,-1.643
P1,12,1200,pedestrian/bicycle,965.445,1011.855,4.828,-1.747
P1,13,1300,pedestrian/bicycle,965.93,1011.676,4.878,-1.844
P1,14,1400,pedestrian/bicycle,966.421,1011.487,4.94,-1.936
P1,15,1500,pedestrian/bicycle,966.918,1011.289,5.004,-2.021
P1,16,1600,pedestrian/bicycle,967.422,1011.083,5.068,-2.099
P1,17,1700,pedestrian/bicycle,967.932,1010.87,5.13,-2.169
P1,18,1800,pedestrian/bicycle,968.448,1010.65,5.19,-2.23
P1,19,1900,pedestrian/bicycle,968.97,1010.424,5.247,-2.279
P1,20,2000,pedestrian/bicycle,969.497,1010.194,5.302,-2.317
P1,21,2100,pedestrian/bicycle,970.03,1009.961,5.357,-2.347
P1,22,2200,pedestrian/bicycle,970.569,1009.725,5.41,-2.372
P1,23,2300,pedestrian/bicycle,971.112,1009.487,5.456,-2.392
P1,24,2400,pedestrian/bicycle,971.66,1009.247,5.493,-2.407
P1,25,2500,pedestrian/bicycle,972.21,1009.006,5.524,-2.416
P1,26,2600,pedestrian/bicycle,972.764,1008.764,5.547,-2.418
P1,27,2700,pedestrian/bicycle,973.319,1008.523,5.559,-2.414
P1,28,2800,pedestrian/bicycle,973.875,1008.282,5.563,-2.404
P1,29,2900,pedestrian/bicycle,974.432,1008.042,5.566,-2.386
P1,30,3000,pedestrian/bicycle,974.989,1007.805,5.572,-2.36
P1,31,3100,pedestrian/bicycle,975.547,1007.571,5.585,-2.328
P1,32,3200,pedestrian/bicycle,976.106,1007.34,5.607,-2.288
P1,33,3300,pedestrian/bicycle,976.669,1007.114,5.637,-2.238
P1,34,3400,pedestrian/bicycle,977.234,1006.893,5.676,-2.176
P1,35,3500,pedestrian/bicycle,977.804,1006.679,5.726,-2.103
P1,36,3600,pedestrian/bicycle,978.38,1006.473,5.783,-2.02
P1,37,3700,pedestrian/bicycle,978.961,1006.275,5.844,-1.931
P1,38,3800,pedestrian/bicycle,979.548,1006.087,5.903,-1.835
P1,39,3900,pedestrian/bicycle,980.141,1005.909,5.953,-1.733
P1,40,4000,pedestrian/bicycle,980.738,1005.741,5.988,-1.625
P1,41,4100,pedestrian/bicycle,981.338,1005.584,6.004,-1.511
P1,42,4200,pedestrian/bicycle,981.938,1005.439,6.006,-1.394
P1,43,4300,pedestrian/bicycle,982.539,1005.305,5.996,-1.272
P1,44,4400,pedestrian/bicycle,983.137,1005.185,5.974,-1.144
P1,45,4500,pedestrian/bicycle,983.733,1005.077,5.936,-1.014
P1,46,4600,pedestrian/bicycle,984.323,1004.982,5.881,-0.884
P1,47,4700,pedestrian/bicycle,984.908,1004.9,5.807,-0.753
P1,48,4800,pedestrian/bicycle,985.484,1004.831,5.719,-0.618
P1,49,4900,pedestrian/bicycle,986.051,1004.776,5.622,-0.48
P1,50,5000,pedestrian/bicycle,986.608,1004.735,5.521,-0.342
P1,51,5100,pedestrian/bicycle,987.155,1004.708,5.417,-0.211
P1,52,5200,pedestrian/bicycle,987.692,1004.693,5.311,-0.09
P1,53,5300,pedestrian/bicycle,988.217,1004.689,5.2,0.021
P1,54,5400,pedestrian/bicycle,988.731,1004.696,5.077,0.122
P1,55,5500,pedestrian/bicycle,989.232,1004.713,4.946,0.213
P1,56,5600,pedestrian/bicycle,989.72,1004.739,4.811,0.295
P1,57,5700,pedestrian/bicycle,990.194,1004.772,4.677,0.372
P1,58,5800,pedestrian/bicycle,990.655,1004.813,4.544,0.447
P1,59,5900,pedestrian/bicycle,991.103,1004.861,4.41,0.519
P1,60,6000,pedestrian/bicycle,991.537,1004.916,4.274,0.585
